charges,created_at,entry_order_id,entry_price,entry_signal_id,entry_timestamp,exit_order_id,exit_price,exit_reason,exit_signal_id,exit_timestamp,exit_type,gross_pnl,id,instrument,multiplier,net_pnl,position_id,quantity,realized_pnl,security_id,side,status,strategy_id,trade_id,updated_at
174.91,2026-09-05 14:47:40,,78006.31,bf08862f-2b1e-4bfa-99a5-11ff34b06607,2026-09-02T15:45:00+00:00,,78004.61,long_reversal,5a4c66cd-c5c0-4dc6-8d06-c290d1226880,2026-09-03T11:45:00+00:00,,16.999999999970896,37,GOLDM,10.0,-157.9100000000291,,1,,,SHORT,CLOSED,gold_02,b0934754-9378-4f76-a925-7ba865341deb,
174.91,2026-09-05 14:47:40,,78006.31,5c0bfc9a-fa37-43dd-b29e-45102502b20d,2026-09-02T15:45:00+00:00,,77999.83,long_reversal,c99809c8-7027-4d96-bc45-11603387f4c4,2026-09-03T11:45:00+00:00,,64.79999999995925,39,GOLDM,10.0,-110.11000000004074,,1,,,SHORT,CLOSED,gold_01,94e2e434-3839-45a4-adb9-98662ce96f2f,
174.92,2026-09-05 14:47:40,,78004.61,5a4c66cd-c5c0-4dc6-8d06-c290d1226880,2026-09-03T11:45:00+00:00,,78010.48,short_reversal,e973c3e1-763d-4ed4-a950-882523e52a71,2026-09-03T17:45:00+00:00,,58.699999999953434,45,GOLDM,10.0,-116.22000000004655,,1,,,LONG,CLOSED,gold_02,f622ce76-cccf-429d-8d5a-cefad102367a,
174.9,2026-09-05 14:47:40,,78004.61,c99809c8-7027-4d96-bc45-11603387f4c4,2026-09-03T11:55:00+00:00,,77998.84,STOP_LOSS,,2026-09-03T12:05:00+00:00,,-57.700000000040745,49,GOLDM,10.0,-232.60000000004075,,1,,,LONG,CLOSED,gold_01,0c93dcf2-9b65-429d-9978-7612f4bc0c24,
174.92,2026-09-05 14:47:40,,78006.37,f52f92bc-f391-490c-a56d-781bbe2dee6e,2026-09-03T12:35:00+00:00,,78012.8,short_reversal,0e086032-fb26-4531-9bef-df67fd7908b9,2026-09-03T17:45:00+00:00,,64.30000000007567,53,GOLDM,10.0,-110.61999999992432,,1,,,LONG,CLOSED,gold_01,363c398d-bc07-4e90-a361-7de7a328379b,
242.59,2026-09-05 14:47:40,,238674.41,89887616-4030-4365-a152-453296ef4edb,2026-09-03T13:50:00+00:00,,238690.24,short_reversal,a932c8fb-d462-40fb-99d5-a7aa28055aa7,2026-09-03T17:10:00+00:00,,79.14999999993597,55,SILVERM,5.0,-163.44000000006403,,1,,,LONG,CLOSED,silver_02,94ed4a99-cc6b-4926-ace4-90f1274d7430,
242.65,2026-09-05 14:47:40,,238911.98,445d8ca9-57a9-4201-b509-c2a9b6504938,2026-09-03T14:00:00+00:00,,238718.53,short_reversal,f2e0909b-ef78-4d7e-bc45-3a1bdce71a2c,2026-09-03T17:15:00+00:00,,-967.2500000000582,59,SILVERM,5.0,-1209.9000000000583,,1,,,LONG,CLOSED,silver_01,cc1bebec-c37d-46d5-bac6-d72971314f8c,
242.63,2026-09-05 14:47:40,,238690.24,a932c8fb-d462-40fb-99d5-a7aa28055aa7,2026-09-03T17:10:00+00:00,,238909.97,STOP_LOSS,,2026-09-04T03:30:00+00:00,,-1098.6500000000524,63,SILVERM,5.0,-1341.2800000000525,,1,,,SHORT,CLOSED,silver_02,f3019bba-8f53-4f6c-bc6c-72ab930262ee,
242.65,2026-09-05 14:47:40,,238718.53,f2e0909b-ef78-4d7e-bc45-3a1bdce71a2c,2026-09-03T17:15:00+00:00,,238909.97,STOP_LOSS,,2026-09-04T03:30:00+00:00,,-957.2000000000116,67,SILVERM,5.0,-1199.8500000000117,,1,,,SHORT,CLOSED,silver_01,077089eb-bac7-4de8-92cf-e00a17e008a2,
174.91,2026-09-05 14:47:40,,78010.48,e973c3e1-763d-4ed4-a950-882523e52a71,2026-09-03T17:45:00+00:00,,77984.53,long_reversal,82eb0725-b87a-43a8-9bc5-ba2ca177092e,2026-09-04T08:30:00+00:00,,259.4999999999709,71,GOLDM,10.0,84.5899999999709,,1,,,SHORT,CLOSED,gold_02,8f233f2d-a7de-4efc-ac43-01e1ce27f23d,
174.92,2026-09-05 14:47:40,,78016.08,0e086032-fb26-4531-9bef-df67fd7908b9,2026-09-03T17:50:00+00:00,,77992.91,long_reversal,10912713-4ec2-4238-8579-79c53e3c0c92,2026-09-04T08:20:00+00:00,,231.69999999998254,75,GOLDM,10.0,56.77999999998255,,1,,,SHORT,CLOSED,gold_01,67562394-7ed3-4714-aa98-dbd294a0181d,
242.58,2026-09-05 14:47:40,,238648.15,56fb6004-a257-41fd-9072-38e5dd75295d,2026-09-04T08:15:00+00:00,,238786.03,long_reversal,537343e7-405b-45e5-a812-782dbce4366e,2026-09-04T13:00:00+00:00,,-689.4000000000233,81,SILVERM,5.0,-931.9800000000233,,1,,,SHORT,CLOSED,silver_01,70bc34ac-c04e-465a-a06d-4ac0c017d1c9,
242.57,2026-09-05 14:47:40,,238648.15,0d5ab9b4-555b-4716-8611-3139b4086d66,2026-09-04T08:15:00+00:00,,238729.64,long_reversal,48d29846-088f-4ef4-b71c-bcd74487ffdc,2026-09-04T13:00:00+00:00,,-407.45000000009895,83,SILVERM,5.0,-650.0200000000989,,1,,,SHORT,CLOSED,silver_02,3c6875b2-a20b-43b1-a019-36ab16168286,
174.9,2026-09-05 14:47:40,,77992.91,10912713-4ec2-4238-8579-79c53e3c0c92,2026-09-04T08:20:00+00:00,,78003.58,short_reversal,5c68647a-b073-40d3-9b29-67a5eed77c0c,2026-09-04T16:20:00+00:00,,106.69999999998254,87,GOLDM,10.0,-68.20000000001747,,1,,,LONG,CLOSED,gold_01,d07a87eb-e211-4a3e-92a4-10cfbb7d3e84,
174.91,2026-09-05 14:47:40,,77999.31,82eb0725-b87a-43a8-9bc5-ba2ca177092e,2026-09-04T09:00:00+00:00,,78006.43,short_reversal,257cc5a2-f5f6-4785-a8b3-fa20fbb0b1f5,2026-09-04T16:30:00+00:00,,71.19999999995343,91,GOLDM,10.0,-103.71000000004656,,1,,,LONG,CLOSED,gold_02,292dd011-7df8-4f34-914b-00a63a1b8507,
0.0,2026-09-05 14:47:40,,238786.03,537343e7-405b-45e5-a812-782dbce4366e,2026-09-04T13:00:00+00:00,,0.0,,,0.0,,0.0,95,SILVERM,5.0,0.0,,1,,,LONG,OPEN,silver_01,978d75e7-b574-4e87-b476-e5efea926857,
242.61,2026-09-05 14:47:40,,238786.03,04cf8695-2df3-45b1-8097-635ba486fbc3,2026-09-04T13:10:00+00:00,,238689.81,STOP_LOSS,,2026-09-04T13:20:00+00:00,,-481.1000000000058,99,SILVERM,5.0,-723.7100000000058,,1,,,LONG,CLOSED,silver_02,0e284ab9-39f0-4592-a688-b564afa58601,
242.61,2026-09-05 14:47:40,,238765.16,bfb4b4c9-5170-483c-96cb-8a291a495cde,2026-09-04T13:40:00+00:00,,238705.56,STOP_LOSS,,2026-09-04T14:10:00+00:00,,-298.0000000000291,103,SILVERM,5.0,-540.6100000000291,,1,,,LONG,CLOSED,silver_02,033cd15a-a648-4361-bca7-0352b6582b98,
0.0,2026-09-05 14:47:40,,238821.12,973f5cb1-da5b-4d18-ac96-5d9e06bdde03,2026-09-04T14:25:00+00:00,,0.0,,,0.0,,0.0,107,SILVERM,5.0,0.0,,1,,,LONG,OPEN,silver_02,98a153bf-1121-483b-b9e1-d8a6fc6900fc,
0.0,2026-09-05 14:47:40,,78003.58,5c68647a-b073-40d3-9b29-67a5eed77c0c,2026-09-04T16:20:00+00:00,,0.0,,,0.0,,0.0,111,GOLDM,10.0,0.0,,1,,,SHORT,OPEN,gold_01,766d00a5-dfb7-42bc-aea6-84403219020a,
174.9,2026-09-05 14:47:40,,78001.23,17c9bd32-0ffa-4de3-9b4b-61994f951541,2026-09-04T17:15:00+00:00,,78004.12,STOP_LOSS,,2026-09-04T17:45:00+00:00,,-28.89999999999418,115,GOLDM,10.0,-203.79999999999418,,1,,,SHORT,CLOSED,gold_02,ee4c3c81-65c2-4f89-9d14-68165e66a339,
