charges,created_at,entry_order_id,entry_price,entry_signal_id,entry_timestamp,exit_order_id,exit_price,exit_reason,exit_signal_id,exit_timestamp,exit_type,gross_pnl,id,instrument,multiplier,net_pnl,position_id,quantity,realized_pnl,security_id,side,status,strategy_id,trade_id,updated_at
174.91,2026-09-05 14:57:35,,78003.26,d8d96784-f9ad-4be2-9130-88fc9652b318,2026-09-02T12:00:00+00:00,,78024.09,STOP_LOSS,,2026-09-02T12:30:00+00:00,,-208.30000000001746,5,GOLDM,10.0,-383.21000000001743,,1,,,SHORT,CLOSED,gold_02,594ac7e4-ef0e-4845-894a-c3a1fb4ffec0,
174.91,2026-09-05 14:57:35,,78006.31,155ee772-9510-4a6a-af2a-937d9adeac04,2026-09-02T15:45:00+00:00,,78004.61,long_reversal,6f57a0fb-fa44-461f-baa5-6dbed365cec4,2026-09-03T11:45:00+00:00,,16.999999999970896,9,GOLDM,10.0,-157.9100000000291,,1,,,SHORT,CLOSED,gold_02,c551d869-69a7-4315-a12d-f4ae718e4c0b,
174.92,2026-09-05 14:57:35,,78004.61,6f57a0fb-fa44-461f-baa5-6dbed365cec4,2026-09-03T11:45:00+00:00,,78010.48,short_reversal,cfd06b14-3649-443b-a05d-ad2ff88739c4,2026-09-03T17:45:00+00:00,,58.699999999953434,13,GOLDM,10.0,-116.22000000004655,,1,,,LONG,CLOSED,gold_02,92b61036-b8a8-48be-9cbc-417ada487fa0,
174.91,2026-09-05 14:57:35,,78010.48,cfd06b14-3649-443b-a05d-ad2ff88739c4,2026-09-03T17:45:00+00:00,,77984.53,long_reversal,6aa08a62-edb2-474a-848f-425e6793a0c1,2026-09-04T08:30:00+00:00,,259.4999999999709,17,GOLDM,10.0,84.5899999999709,,1,,,SHORT,CLOSED,gold_02,10f68b5f-2904-4ed0-b4e8-44b344ee0d4f,
174.91,2026-09-05 14:57:35,,77999.31,6aa08a62-edb2-474a-848f-425e6793a0c1,2026-09-04T09:00:00+00:00,,78006.43,short_reversal,1d864604-78e0-4423-b6fd-21e0595e5700,2026-09-04T16:30:00+00:00,,71.19999999995343,21,GOLDM,10.0,-103.71000000004656,,1,,,LONG,CLOSED,gold_02,9d03c8eb-0bd5-4ec5-9554-9a086e8aa898,
174.9,2026-09-05 14:57:35,,78001.23,f799a820-0269-4284-8332-840cd9f411cd,2026-09-04T17:15:00+00:00,,78004.12,STOP_LOSS,,2026-09-04T17:45:00+00:00,,-28.89999999999418,25,GOLDM,10.0,-203.79999999999418,,1,,,SHORT,CLOSED,gold_02,3576879c-6bce-42e2-b6e7-f8b6e575fcd5,
242.84,2026-09-05 14:57:35,,238950.97,e27c034a-a30b-4dd7-a410-94b097d274ee,2026-09-02T05:15:00+00:00,,239145.21,STOP_LOSS,,2026-09-02T05:30:00+00:00,,-971.1999999999534,1,SILVERM,5.0,-1214.0399999999534,,1,,,SHORT,CLOSED,silver_01,cfb19ce7-88ea-4d31-9201-6b76cf170187,
242.81,2026-09-05 14:57:35,,238972.91,dab1f308-ccd3-4ebb-9ccf-8409b545cf06,2026-09-02T12:15:00+00:00,,238911.98,long_reversal,138633fd-f22b-4636-b2e5-c6957512129e,2026-09-03T14:00:00+00:00,,304.6499999999651,5,SILVERM,5.0,61.83999999996507,,1,,,SHORT,CLOSED,silver_01,17dec160-6393-4fcf-9039-7b17f0cadeab,
242.65,2026-09-05 14:57:35,,238911.98,138633fd-f22b-4636-b2e5-c6957512129e,2026-09-03T14:00:00+00:00,,238718.53,short_reversal,d9bcabf4-fea4-481d-b861-b46577b73a09,2026-09-03T17:15:00+00:00,,-967.2500000000582,9,SILVERM,5.0,-1209.9000000000583,,1,,,LONG,CLOSED,silver_01,8fd07395-f001-4b4e-8896-335a99a6d2a6,
242.65,2026-09-05 14:57:35,,238718.53,d9bcabf4-fea4-481d-b861-b46577b73a09,2026-09-03T17:15:00+00:00,,238909.97,STOP_LOSS,,2026-09-04T03:30:00+00:00,,-957.2000000000116,13,SILVERM,5.0,-1199.8500000000117,,1,,,SHORT,CLOSED,silver_01,ab0fd2c0-da65-4e7b-83d3-1e9302403342,
242.58,2026-09-05 14:57:35,,238648.15,9224834c-eedd-4697-8e1b-9f762ab8e1fd,2026-09-04T08:15:00+00:00,,238786.03,long_reversal,385eff04-7640-42eb-a389-686c7ddd60c4,2026-09-04T13:00:00+00:00,,-689.4000000000233,17,SILVERM,5.0,-931.9800000000233,,1,,,SHORT,CLOSED,silver_01,56f1a651-3df4-4457-9589-b09b80cb9285,
0.0,2026-09-05 14:57:35,,238786.03,385eff04-7640-42eb-a389-686c7ddd60c4,2026-09-04T13:00:00+00:00,,0.0,,,0.0,,0.0,21,SILVERM,5.0,0.0,,1,,,LONG,OPEN,silver_01,9e190bc9-c987-40a3-9732-f0f7f72dbf9c,
242.82,2026-09-05 14:57:35,,238929.35,30389cee-2d57-4209-969f-e508f9aef9df,2026-09-02T05:20:00+00:00,,239145.21,STOP_LOSS,,2026-09-02T05:30:00+00:00,,-1079.2999999999302,1,SILVERM,5.0,-1322.11999999993,,1,,,SHORT,CLOSED,silver_02,51c79afc-825a-4449-b402-1bcbb8e1c476,
242.81,2026-09-05 14:57:35,,238912.05,cd34bb25-940e-4896-9d6c-6eec8a0baea6,2026-09-02T05:45:00+00:00,,239145.21,STOP_LOSS,,2026-09-02T06:15:00+00:00,,-1165.8000000000175,5,SILVERM,5.0,-1408.6100000000174,,1,,,SHORT,CLOSED,silver_02,6d5d586b-bab5-4234-a46d-f20bd73e9a7a,
242.95,2026-09-05 14:57:35,,239165.48,c2e04965-9af2-4f97-995b-520b69275508,2026-09-02T12:05:00+00:00,,238958.55,long_reversal,f9ce0086-7439-4f07-8c0a-70cf7bd8133e,2026-09-02T16:35:00+00:00,,1034.6500000001106,9,SILVERM,5.0,791.7000000001105,,1,,,SHORT,CLOSED,silver_02,2a5c8ffb-3529-4abc-9180-ebdb029ee5f9,
242.59,2026-09-05 14:57:35,,238674.41,fe7d66f7-0e1d-486f-a905-1902f955ba6d,2026-09-03T13:50:00+00:00,,238690.24,short_reversal,0f4a618e-7699-4d13-a3ef-ab44a14bdd0e,2026-09-03T17:10:00+00:00,,79.14999999993597,13,SILVERM,5.0,-163.44000000006403,,1,,,LONG,CLOSED,silver_02,8d9b526c-00a2-4390-b929-5ea63830afcc,
242.63,2026-09-05 14:57:35,,238690.24,0f4a618e-7699-4d13-a3ef-ab44a14bdd0e,2026-09-03T17:10:00+00:00,,238909.97,STOP_LOSS,,2026-09-04T03:30:00+00:00,,-1098.6500000000524,17,SILVERM,5.0,-1341.2800000000525,,1,,,SHORT,CLOSED,silver_02,45674748-40f8-435e-aeef-9fccf58bcd77,
242.57,2026-09-05 14:57:35,,238648.15,18cb5ede-6dc4-4833-8e92-67be84ebccad,2026-09-04T08:15:00+00:00,,238729.64,long_reversal,df8610b9-9d60-4ca7-a85a-94868dfd7323,2026-09-04T13:00:00+00:00,,-407.45000000009895,21,SILVERM,5.0,-650.0200000000989,,1,,,SHORT,CLOSED,silver_02,d38ffb5b-19f4-49ce-81b2-b9fc745fc41c,
242.61,2026-09-05 14:57:35,,238786.03,a440f757-b83a-4378-80a0-fe6b6530e61a,2026-09-04T13:10:00+00:00,,238689.81,STOP_LOSS,,2026-09-04T13:20:00+00:00,,-481.1000000000058,25,SILVERM,5.0,-723.7100000000058,,1,,,LONG,CLOSED,silver_02,111b9ee9-262b-4137-b65d-b1e1dac727ca,
242.61,2026-09-05 14:57:35,,238765.16,5b4202e5-e3c8-44ee-acde-73a01d1b4c7f,2026-09-04T13:40:00+00:00,,238705.56,STOP_LOSS,,2026-09-04T14:10:00+00:00,,-298.0000000000291,29,SILVERM,5.0,-540.6100000000291,,1,,,LONG,CLOSED,silver_02,a22e414e-fde1-4ae8-b9b9-4bd654d0bbd1,
0.0,2026-09-05 14:57:35,,238821.12,b8eeb742-6730-488d-bb7f-eea5ab0de36a,2026-09-04T14:25:00+00:00,,0.0,,,0.0,,0.0,33,SILVERM,5.0,0.0,,1,,,LONG,OPEN,silver_02,051815a4-319b-403d-9b47-7e8af98ae1f1,
